tracking_id,gene_short_name,P8 AT2 Control_A,P8 AT2 Control_B,P9 AT2 Control_C,P8 AT2 Mutant_A, P8 AT2 Mutant_B,P9 AT2 Mutant_C,Average Log2 foldchange (FPKM +1),T-test p-value,,,,,,,,,,,,,
XLOC_019546,Olfr71,0,0.179902,0.0555495,0,0.0653355,0,-0.1,0.219634476,,,,,,,,,,,,,
XLOC_019547,Hebp2,1.04536,0.66692,1.0502,7.2426,7.06936,7.40754,2.1,0.001596192,,,,,,,,,,,,,
XLOC_019548,Rala,38.789,38.2287,29.2441,35.268,31.4886,33.0185,-0.1,0.607717088,,,,,,,,,,,,,
XLOC_019549,Ammecr1,2.0691,2.11838,2.29389,3.88144,3.28138,3.78805,0.6,0.012141018,,,,,,,,,,,,,
XLOC_019550,Gdf2,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019551,Tbx21,0.0363187,0.0571535,0.035642,0,0.0417354,0.0235844,0.0,0.111093444,,,,,,,,,,,,,
XLOC_019552,Nmu,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019553,Gas6,452.077,486.64,432.89,615.608,614.118,426.505,0.3,0.2142073,,,,,,,,,,,,,
XLOC_019554,Dnah10,0.00933204,0.00975543,0.0580148,0.0105475,0,0,0.0,0.345357486,,,,,,,,,,,,,
XLOC_019555,,14.8478,18.4776,16.6589,19.2322,20.4487,22.1726,0.3,0.064349067,,,,,,,,,,,,,
XLOC_019556,Cts8,0.0186221,0.0732705,0,0,0,0.0241865,0.0,0.509935085,,,,,,,,,,,,,
XLOC_019557,Msgn1,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019558,Plek,3.31578,2.29543,5.52151,0.708774,1.59456,1.01798,-1.1,0.10805548,,,,,,,,,,,,,
XLOC_019559,Tdp2,12.8624,14.2682,10.8863,16.6907,14.8887,16.5394,0.3,0.157254933,,,,,,,,,,,,,
XLOC_019560,Cited4,4.0311,8.17595,3.2499,1.08412,2.02244,1.14292,-1.3,0.018492205,,,,,,,,,,,,,
XLOC_019561,Htra1,41.4643,22.2994,21.7309,20.0044,24.7151,17.5634,-0.4,0.368974954,,,,,,,,,,,,,
XLOC_019562,Rhog,53.4246,43.6967,46.4545,39.0147,42.0072,36.1897,-0.3,0.136386372,,,,,,,,,,,,,
XLOC_019563,Gde1,237.805,263.065,175.441,100.561,102.036,82.3938,-1.2,0.004241212,,,,,,,,,,,,,
XLOC_019564,Il17rb,0.0686815,0.0180339,0.15726,0.038842,0.105283,0.0743691,0.0,0.896982668,,,,,,,,,,,,,
XLOC_019565,Cbln1,0,0.0157325,0,0,0.022971,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_019566,Styx,5.30449,4.88826,5.16476,6.41515,5.56925,6.00622,0.2,0.013226534,,,,,,,,,,,,,
XLOC_019567,Ubc,117.731,205.77,147.179,85.9374,128.774,95.7574,-0.6,0.01300946,,,,,,,,,,,,,
XLOC_019568,Stmn1,309.635,407.685,458.177,1000.34,856.285,1119.41,1.3,0.017654164,,,,,,,,,,,,,
XLOC_019569,Ptpn9,13.564,12.3965,11.885,18.7243,18.5517,18.4662,0.5,0.00773613,,,,,,,,,,,,,
XLOC_019570,Hsd17b12,32.7011,36.1507,35.3223,54.5185,56.2323,57.583,0.7,0.001769687,,,,,,,,,,,,,
XLOC_019571,Mycbp,14.4976,15.8534,12.1003,16.535,16.5085,16.9185,0.2,0.190875232,,,,,,,,,,,,,
XLOC_019572,Ykt6,24.6504,24.3146,23.3072,36.5332,37.06,40.2278,0.6,0.010523078,,,,,,,,,,,,,
XLOC_019573,Dynll1,79.8556,92.3585,53.1362,95.9598,76.6728,91.7465,0.3,0.481772142,,,,,,,,,,,,,
XLOC_019574,Cib2,9.03614,10.971,6.58815,1.05038,0.803507,1.36233,-2.2,0.017951899,,,,,,,,,,,,,
XLOC_019575,Cpxm1,0.980209,1.14962,0.999653,0.440155,0.485951,0.28709,-0.5,0.008755592,,,,,,,,,,,,,
XLOC_019576,Kcnd2,0.0296101,0,0,0,0.0226654,0.00640391,0.0,0.994057942,,,,,,,,,,,,,
XLOC_019577,Tmem115,15.5271,18.9012,16.9936,20.0677,21.6915,21.5317,0.3,0.0287372,,,,,,,,,,,,,
XLOC_019578,Rbx1,64.8801,73.8866,52.4922,59.4096,64.7342,57.0923,-0.1,0.561016323,,,,,,,,,,,,,
XLOC_019579,Snx1,50.91,56.159,61.0623,45.3415,45.3636,47.7781,-0.3,0.039137043,,,,,,,,,,,,,
XLOC_019580,Defb4,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019581,Nme3,56.8286,70.7022,57.1119,44.417,44.8064,50.0268,-0.4,0.099268009,,,,,,,,,,,,,
XLOC_019582,Nupr1,199.273,343.621,302.307,33.662,36.7688,36.1495,-2.9,0.004599265,,,,,,,,,,,,,
XLOC_019583,Foxo1,9.61895,9.21906,9.64589,8.74707,8.32552,8.30589,-0.1,0.021284891,,,,,,,,,,,,,
XLOC_019584,Tusc2,14.7374,15.2033,12.2357,15.5383,13.6099,15.2498,0.1,0.628474301,,,,,,,,,,,,,
XLOC_019585,Rybp,20.0773,20.7604,14.9177,19.2007,16.9216,16.2323,-0.1,0.575743754,,,,,,,,,,,,,
XLOC_019586,Pdcd10,29.1508,28.1122,23.0536,26.8892,27.839,25.7007,0.0,0.924855148,,,,,,,,,,,,,
XLOC_019587,Zfp113,2.26119,1.76171,2.72384,2.96164,2.39885,2.83109,0.2,0.130631215,,,,,,,,,,,,,
XLOC_019588,Gabarap,237.114,256.075,200.351,152.857,175.682,152.774,-0.5,0.01784362,,,,,,,,,,,,,
XLOC_019589,Htra2,14.1835,17.0316,16.7335,17.0228,15.3532,17.8775,0.1,0.619971784,,,,,,,,,,,,,
XLOC_019590,Tagln3,0.306322,0,0.558069,0.0743017,0.050416,0.0854736,-0.2,0.291633849,,,,,,,,,,,,,
XLOC_019591,Plp2,216.84,226.191,186.197,296.041,270.523,280.875,0.4,0.046551589,,,,,,,,,,,,,
XLOC_019592,Fzr1,18.3663,22.121,24.6037,37.2092,35.2893,45.3013,0.8,0.013208561,,,,,,,,,,,,,
XLOC_019593,,8.21938,6.11165,10.3857,2.20769,3.80963,2.01829,-1.3,0.079788304,,,,,,,,,,,,,
XLOC_019594,Serinc1,60.5084,48.3132,52.4437,54.308,54.4441,49.0243,0.0,0.814138651,,,,,,,,,,,,,
XLOC_019595,Arpc1a,79.3355,81.6929,73.7632,68.0464,67.608,66.0549,-0.2,0.022099715,,,,,,,,,,,,,
XLOC_019596,Chp1,77.645,63.193,50.8107,70.0884,63.6132,81.1448,0.2,0.551709518,,,,,,,,,,,,,
XLOC_019597,Tmed2,102.746,107.4,81.6377,124.345,141.337,119.96,0.4,0.036970421,,,,,,,,,,,,,
XLOC_019598,Cpb2,0.0331844,0.0262042,0,0,0,0,0.0,0.188928487,,,,,,,,,,,,,
XLOC_019599,Pex14,16.9844,20.9136,17.9134,21.3334,22.7895,22.3426,0.2,0.060672193,,,,,,,,,,,,,
XLOC_019600,Actr10,14.266,14.0874,10.5563,16.3572,18.1339,16.5206,0.4,0.089774525,,,,,,,,,,,,,
XLOC_019601,Bloc1s6,4.94041,5.40487,6.15023,5.03835,6.88384,5.40882,0.1,0.718831921,,,,,,,,,,,,,
XLOC_019602,Tmeff2,0.245494,0.128637,0.321248,0.0115657,0,0.0354096,-0.3,0.034574322,,,,,,,,,,,,,
XLOC_019603,Maged1,121.87,135.295,112.543,144.173,156.442,163.523,0.3,0.087552218,,,,,,,,,,,,,
XLOC_019604,Tspan3,38.0772,30.6649,30.1353,69.2832,69.1184,72.4634,1.1,0.011836676,,,,,,,,,,,,,
XLOC_019605,Dnaja2,48.3599,51.5649,42.1497,56.856,56.6039,52.6128,0.2,0.050164258,,,,,,,,,,,,,
XLOC_019606,Ube2g2,20.025,20.7862,20.5179,30.7122,33.3559,31.426,0.6,0.001238758,,,,,,,,,,,,,
XLOC_019607,Anapc7,14.135,18.5524,16.1612,22.6369,21.7165,23.1296,0.5,0.069041255,,,,,,,,,,,,,
XLOC_019608,Vapb,10.8878,11.1396,10.5622,11.8322,11.8265,11.9227,0.1,0.038614821,,,,,,,,,,,,,
XLOC_019609,Slc5a1,5.90362,6.6185,3.99144,1.68424,3.57906,1.74979,-1.0,0.035893387,,,,,,,,,,,,,
XLOC_019610,Cbln3,0.104343,0.0223449,0.0186203,0.136727,0.239601,0.104623,0.1,0.172006536,,,,,,,,,,,,,
XLOC_019611,Gltp,36.1767,39.2694,38.5448,68.1618,66.7793,61.9763,0.8,0.007136284,,,,,,,,,,,,,
XLOC_019612,Arpc3,156.304,154.339,124.765,147.409,168.189,139.212,0.1,0.476852393,,,,,,,,,,,,,
XLOC_019613,Fam69b,3.61218,4.73449,4.18866,3.9516,3.91536,5.82261,0.1,0.658279887,,,,,,,,,,,,,
XLOC_019614,B4galt5,3.81125,3.41395,4.94902,26.298,26.4429,34.1919,2.6,0.000220536,,,,,,,,,,,,,
XLOC_019615,Rpl36a,996.094,1302.13,698.551,824.288,845.391,766.506,-0.3,0.365235644,,,,,,,,,,,,,
XLOC_019616,Slc35g3,0.0326071,0.180214,0.159963,0.0553416,0.112574,0.0636164,-0.1,0.331973196,,,,,,,,,,,,,
XLOC_019617,Copz2,32.8985,29.5431,22.4292,10.7101,14.8774,8.89354,-1.2,0.018315259,,,,,,,,,,,,,
XLOC_019618,Suclg1,83.8344,96.7748,71.8939,70.8662,64.0342,69.199,-0.3,0.201152052,,,,,,,,,,,,,
XLOC_019619,,1586.13,2040.64,1340.09,1637.39,1657.52,1607.27,0.0,0.988290973,,,,,,,,,,,,,
XLOC_019620,Tdo2,0.177518,0.163401,0.116121,0.0753137,0.034038,0.0961752,-0.1,0.126712596,,,,,,,,,,,,,
XLOC_019621,Txn2,49.8987,49.8629,44.7784,57.5999,59.9339,62.2764,0.3,0.060610516,,,,,,,,,,,,,
XLOC_019622,Tlx3,0,0,0.031237,0,0.0732701,0,0.0,0.700874085,,,,,,,,,,,,,
XLOC_019623,Vmn2r26,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019624,Lamtor3,35.5565,37.7361,33.2068,37.1623,36.6931,34.0513,0.0,0.590132425,,,,,,,,,,,,,
XLOC_019625,Crtap,20.7961,18.6816,16.2198,27.0507,27.3112,28.7693,0.6,0.045886175,,,,,,,,,,,,,
XLOC_019626,Klk4,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019627,Pf4,11.3498,8.18793,9.1668,2.50369,4.14196,5.30155,-1.1,0.087659648,,,,,,,,,,,,,
XLOC_019628,Cript,32.2954,33.3303,23.0799,29.7757,34.0056,27.3281,0.0,0.671664869,,,,,,,,,,,,,
XLOC_019629,Papolb,0.15974,0.157179,0.293924,0.0508101,0.068849,0.116719,-0.2,0.032991173,,,,,,,,,,,,,
XLOC_019630,Mnx1,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019631,Ube2l6,7.62999,7.69072,9.30485,9.07799,14.2832,9.23132,0.3,0.297426631,,,,,,,,,,,,,
XLOC_019632,Chst5,2.18365,1.45009,1.75754,4.97473,4.93722,5.38873,1.1,0.00992569,,,,,,,,,,,,,
XLOC_019633,Sec11a,63.6176,71.9357,52.9548,74.8365,86.8043,82.7394,0.4,0.099210503,,,,,,,,,,,,,
XLOC_019634,Krt71,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019635,Hspb3,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019636,Dnajb8,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019637,Dnajb12,17.6376,21.638,18.8438,20.5101,22.3054,20.0483,0.1,0.15300596,,,,,,,,,,,,,
XLOC_019638,Dnajb12,9.30038,8.49886,9.02747,7.63433,8.18019,7.74249,-0.2,0.111971403,,,,,,,,,,,,,
XLOC_019639,Brinp1,0.149315,0.0640136,0.25312,0.0230221,0.0779574,0.0176211,-0.1,0.246939063,,,,,,,,,,,,,
XLOC_019640,Hacl1,2.56189,2.23543,1.73391,1.74357,2.00995,1.74385,-0.2,0.297374541,,,,,,,,,,,,,
XLOC_019641,Miox,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019642,Selenok,97.749,117.73,75.4961,57.8228,63.8939,54.4969,-0.7,0.029047556,,,,,,,,,,,,,
XLOC_019643,Tex101,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019644,Habp4,11.5671,11.7704,11.5641,11.2799,10.1401,10.9681,-0.1,0.180788417,,,,,,,,,,,,,
XLOC_019645,Sh3bgrl,52.5017,47.3246,48.5961,63.4953,66.4325,60.5068,0.4,0.031819525,,,,,,,,,,,,,
XLOC_019646,Prl2a1,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019647,Glmp,77.3073,70.5709,82.1682,50.5283,68.1227,53.7888,-0.4,0.150977038,,,,,,,,,,,,,
XLOC_019648,Cyp51,12.2883,14.0627,11.3918,8.33549,7.42254,8.67012,-0.6,0.057037391,,,,,,,,,,,,,
XLOC_019649,Magea1,0,0,0,0,0,0.0256417,0.0,0.422649731,,,,,,,,,,,,,
XLOC_019650,Mos,0,0.0268073,0,0.028805,0.0390659,0.0441531,0.0,0.091524463,,,,,,,,,,,,,
XLOC_019651,Rfc2,23.9017,29.3837,23.6093,49.6837,43.9415,50.4375,0.9,0.031300541,,,,,,,,,,,,,
XLOC_019652,B3galt2,0.0293948,0.0230829,0.0384676,0,0.0225004,0.0063573,0.0,0.176546163,,,,,,,,,,,,,
XLOC_019653,Lpar2,2.8414,2.35276,2.69695,4.06359,3.27973,3.9041,0.4,0.001973081,,,,,,,,,,,,,
XLOC_019654,Hist1h1b,1.44526,3.40829,2.32088,4.06415,4.51199,4.23131,0.7,0.084717826,,,,,,,,,,,,,
XLOC_019655,Calm4,0,0,0,0,0.0674749,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_019656,Tacstd2,22.9402,33.0488,25.1501,169.221,157.093,167.319,2.6,0.005151578,,,,,,,,,,,,,
XLOC_019657,Slc6a14,36.4362,26.4706,21.6301,16.1959,21.8909,15.8174,-0.6,0.148484443,,,,,,,,,,,,,
XLOC_019658,Tmem9b,32.295,31.0924,26.8887,25.9941,29.0557,25.1964,-0.2,0.146226941,,,,,,,,,,,,,
XLOC_019659,Ascl3,0.163236,0.260815,0.240064,0.0693882,0,0,-0.3,0.063071283,,,,,,,,,,,,,
XLOC_019660,Scube2,0.35661,0.46038,0.649989,0.1188,0.24867,0.148786,-0.3,0.06449158,,,,,,,,,,,,,
XLOC_019661,Scand1,92.4125,157.956,140.133,84.9626,115.435,138.313,-0.2,0.270591973,,,,,,,,,,,,,
XLOC_019662,Arhgap31,24.1726,19.7874,21.8062,6.70528,6.35132,6.32262,-1.6,0.001435085,,,,,,,,,,,,,
XLOC_019663,Psg23,0.129264,0.0508955,0.190273,0.0730998,0.0990619,0.181933,0.0,0.888094504,,,,,,,,,,,,,
XLOC_019664,Zfp109,1.41548,1.30714,1.74206,1.82585,1.6365,1.61701,0.1,0.333878435,,,,,,,,,,,,,
XLOC_019665,Pate4,0,0,0.0504507,0.0873565,0.0593029,0.0670278,0.1,0.118577478,,,,,,,,,,,,,
XLOC_019666,Trim44,28.0305,26.0372,29.4904,36.2768,33.5352,35.2239,0.3,0.012478543,,,,,,,,,,,,,
XLOC_019667,Klk1b27,0,0,0.059451,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_019668,Pdxp,2.34107,3.16723,1.60112,2.72825,1.93042,2.78097,0.1,0.855372637,,,,,,,,,,,,,
XLOC_019669,Htr3b,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019670,Tnfrsf10b,4.85558,4.38175,3.98995,9.52678,8.23445,8.3459,0.8,0.00186745,,,,,,,,,,,,,
XLOC_019671,Ctsr,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019672,Insm2,0.0147439,0.0231831,0.0289398,0.0375107,0,0.0669966,0.0,0.574936654,,,,,,,,,,,,,
XLOC_019673,Olfr749,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019674,Olfr544,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019675,Olfr690,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019676,Olfr480,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019677,Cldn9,0.0340761,0.0269141,0.0334332,0.28919,0.274546,0.110821,0.2,0.073499736,,,,,,,,,,,,,
XLOC_019678,Adam21,0.0157224,0.049455,0.01543,0.0133339,0,0.0204143,0.0,0.456488583,,,,,,,,,,,,,
XLOC_019679,Ank,5.70059,6.67394,6.14282,7.11347,5.68238,7.76211,0.1,0.524246094,,,,,,,,,,,,,
XLOC_019680,Bcam,753.931,758.59,707.965,1144.31,1258.86,1203.92,0.7,0.005038753,,,,,,,,,,,,,
XLOC_019681,Tas2r105,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019682,Tas2r108,0.0601951,0,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_019683,Tas2r119,0,0,0,0.0442066,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_019684,Cldn13,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019685,Tob2,29.9097,48.3082,28.5196,22.6118,26.5939,21.0512,-0.5,0.062881993,,,,,,,,,,,,,
XLOC_019686,Retnla,4300.61,3949.96,1718.62,291.961,3344.73,1609.55,-1.4,0.374220576,,,,,,,,,,,,,
XLOC_019687,Fzd2,15.8701,14.4342,16.4465,44.6747,39.9265,46.097,1.4,4.3316E-05,,,,,,,,,,,,,
XLOC_019688,Olfr1509,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019689,Olfr140,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019690,Vsig2,171.59,162.487,123.998,206.501,235.827,188.435,0.5,0.044776582,,,,,,,,,,,,,
XLOC_019691,Slurp1,0.496598,0.901261,0.121639,0.422804,0.432569,0.244481,-0.1,0.566261954,,,,,,,,,,,,,
XLOC_019692,Slc25a20,31.6126,35.7469,30.2816,22.2864,25.6707,24.1078,-0.4,0.015289184,,,,,,,,,,,,,
XLOC_019693,Smpdl3a,49.442,40.5625,38.733,35.6444,44.8463,33.5761,-0.2,0.425120464,,,,,,,,,,,,,
XLOC_019694,Scgb1b2,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019695,Park7,124.9,162.552,126.171,173.918,180.413,197.636,0.4,0.100280355,,,,,,,,,,,,,
XLOC_019696,Xrcc2,1.06923,1.07589,1.65764,3.22461,2.53979,3.37944,0.8,0.012777456,,,,,,,,,,,,,
XLOC_019697,43531,21.5468,27.1049,23.1604,18.3894,20.0594,19.7185,-0.3,0.048985656,,,,,,,,,,,,,
XLOC_019698,B4galt3,31.7158,31.1649,23.4521,27.1667,21.9233,25.1316,-0.2,0.352423486,,,,,,,,,,,,,
XLOC_019699,Angptl4,6.04769,11.6793,12.2857,5.1307,6.20726,11.8873,-0.4,0.271929099,,,,,,,,,,,,,
XLOC_019700,Atp5j2,424.947,543.6,358.088,402.656,421.27,385.615,-0.1,0.499570278,,,,,,,,,,,,,
XLOC_019701,Terf2ip,9.22471,9.34809,8.54648,8.4422,8.53939,7.76985,-0.1,0.000352148,,,,,,,,,,,,,
XLOC_019702,Gabarapl1,23.5945,27.1072,29.9409,20.2937,27.0444,24.7336,-0.2,0.184061227,,,,,,,,,,,,,
XLOC_019703,,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019704,,0.067288,0.282658,0,0.323453,0.257856,0.0291427,0.1,0.405655115,,,,,,,,,,,,,
XLOC_019705,Olfr17,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019706,Jph3,0.0578683,0.0181846,0.079514,0.0196278,0.0132911,0.0300423,0.0,0.145512787,,,,,,,,,,,,,
XLOC_019707,Nrip3,0.207768,0.0725432,0.192588,0.460018,0.490451,0.51684,0.4,0.024926573,,,,,,,,,,,,,
XLOC_019708,,0.448278,0.0509447,0,0.163225,0.517513,0.376033,0.2,0.494420891,,,,,,,,,,,,,
XLOC_019709,Zbtb22,13.7548,16.5049,18.2362,18.9367,21.0062,21.8624,0.3,0.024231022,,,,,,,,,,,,,
XLOC_019710,Slc46a2,0.022906,0.0541307,0,0.0582939,0,0.0148817,0.0,0.964760267,,,,,,,,,,,,,
XLOC_019711,Fabp7,0.29518,0.17653,0.144719,0.125439,0.085276,0,-0.2,0.024864833,,,,,,,,,,,,,
XLOC_019712,Ckb,13.8604,6.70309,9.92278,4.08024,5.95321,4.1837,-0.9,0.153812028,,,,,,,,,,,,,
XLOC_019713,Cxcl10,0.607086,4.18049,0.412283,1.78425,1.34544,1.70316,0.2,0.798193314,,,,,,,,,,,,,
XLOC_019714,Wnt1,0,0.108311,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_019715,Plcg1,28.8026,31.2699,36.054,18.253,15.0729,16.6724,-0.9,0.022235479,,,,,,,,,,,,,
XLOC_019716,Cyp2e1,0.38637,0.108819,0.135399,0.117078,0.0952318,0.143509,-0.1,0.409997184,,,,,,,,,,,,,
XLOC_019717,Ucn,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019718,Dbil5,0.325588,0.436198,0.638169,0.554122,0.251702,0.284514,-0.1,0.601954192,,,,,,,,,,,,,
XLOC_019719,Tlr4,3.13405,3.12214,4.55327,3.22686,5.56256,3.45735,0.1,0.700153543,,,,,,,,,,,,,
XLOC_019720,Rhox4b,0,0,0,0,0,0.0397038,0.0,0.422649731,,,,,,,,,,,,,
XLOC_019721,Jmy,6.02948,4.96189,5.43266,5.87993,5.87853,4.99671,0.0,0.815623848,,,,,,,,,,,,,
XLOC_019722,Dnajb7,0.085524,0.439981,0.461447,0.254114,0.344827,0.222707,0.0,0.753181129,,,,,,,,,,,,,
XLOC_019723,Ntn4,6.65697,3.93096,3.31817,3.75114,3.75358,2.50811,-0.3,0.20152431,,,,,,,,,,,,,
XLOC_019724,Cd200r1,0.427813,0.277678,0.395104,0.0213499,0.0868173,0.212595,-0.3,0.07495544,,,,,,,,,,,,,
XLOC_019725,Glp1r,3.05414,1.15928,4.75374,0.75579,1.05616,0.724683,-1.0,0.177649238,,,,,,,,,,,,,
XLOC_019726,Snrpb2,40.8219,42.5193,27.1285,35.9399,41.9429,38.9062,0.1,0.669960067,,,,,,,,,,,,,
XLOC_019727,,0.339598,0.148473,0.222178,0.0640089,0.173455,0.0612616,-0.2,0.254395323,,,,,,,,,,,,,
XLOC_019728,Chml,2.20683,2.05665,1.94518,4.71438,3.33316,3.7105,0.7,0.019555978,,,,,,,,,,,,,
XLOC_019729,,6.52852,6.17131,3.72431,16.8013,27.9335,21.3598,1.8,0.026230742,,,,,,,,,,,,,
XLOC_019730,Klf13,18.4283,14.8162,17.3104,18.8969,25.1423,22.2794,0.4,0.20617517,,,,,,,,,,,,,
XLOC_019731,Olfr1264,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019732,Chrna6,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019733,Tacr3,0.0120223,0,0,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_019734,Rsad2,0.191236,0.140859,0.17596,0.141891,0.0960845,0.108592,-0.1,0.015716032,,,,,,,,,,,,,
XLOC_019735,Cst10,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019736,Pard6b,30.6157,33.5834,30.4145,39.3756,32.5505,30.7503,0.1,0.473652948,,,,,,,,,,,,,
XLOC_019737,Fam184b,0,0.0257519,0.0214516,0.0185328,0,0.0212739,0.0,0.866786731,,,,,,,,,,,,,
XLOC_019738,Nectin1,10.0453,9.98537,11.3274,5.89897,5.18991,6.12563,-0.8,0.00338755,,,,,,,,,,,,,
XLOC_019739,Fam181b,0.491631,0.775087,1.67576,0.307337,0.803452,0.151344,-0.5,0.351214317,,,,,,,,,,,,,
XLOC_019740,Nudt11,3.79089,4.0783,3.25309,3.14044,3.01885,3.49199,-0.2,0.332011812,,,,,,,,,,,,,
XLOC_019741,Nap1l5,0.0753645,0.0197992,0.123254,0.0639375,0.0288884,0.0816241,0.0,0.432157729,,,,,,,,,,,,,
XLOC_019742,1700123O20Rik,15.8224,16.4221,15.4271,15.8815,15.3847,14.807,0.0,0.233021196,,,,,,,,,,,,,
XLOC_019743,Ccl8,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019744,Cts6,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019745,Trim54,0,0,0,0.0270162,0,0.0207028,0.0,0.190397843,,,,,,,,,,,,,
XLOC_019746,Ces1g,0.183793,0.562693,1.02205,0.173221,0.821538,1.11419,0.1,0.317950395,,,,,,,,,,,,,
XLOC_019747,Fzd1,21.6485,27.2158,21.7312,23.3431,18.7994,22.2388,-0.1,0.585547623,,,,,,,,,,,,,
XLOC_019748,Fzd3,1.27317,0.971317,1.24292,2.52493,2.22471,2.23613,0.6,0.006999533,,,,,,,,,,,,,
XLOC_019749,Prps1,11.179,11.6813,8.89822,16.2605,17.5706,16.1484,0.6,0.02061492,,,,,,,,,,,,,
XLOC_019750,Akr1a1,375.713,406.842,360.887,404.134,475.828,432.96,0.2,0.053190916,,,,,,,,,,,,,
XLOC_019751,Adamdec1,1.58237,0.668264,0.700681,0.245516,0.332667,0.375976,-0.6,0.150109447,,,,,,,,,,,,,
XLOC_019752,Tdh,0.0253132,0,0,0.0859013,0.291094,0.180947,0.2,0.108107851,,,,,,,,,,,,,
XLOC_019753,Kcne1l,0.203973,0.13425,0,0.403907,0.313022,0.28745,0.3,0.032938907,,,,,,,,,,,,,
XLOC_019754,F12,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_019755,Pole3,26.1501,34.2873,25.8399,52.4057,50.4657,50.9501,0.8,0.027699805,,,,,,,,,,,,,
XLOC_019756,Pias4,14.4428,15.4814,15.4795,13.3013,16.2522,15.8838,0.0,0.957301842,,,,,,,,,,,,,
XLOC_019757,Trappc2l,57.4521,57.5351,48.2957,34.1104,43.2198,33.8971,-0.5,0.030977411,,,,,,,,,,,,,
XLOC_019758,Ngly1,15.1038,14.293,11.7154,11.6278,10.768,9.63095,-0.3,0.011905471,,,,,,,,,,,,,
XLOC_019759,Myoz1,0,0.0916197,0.0378934,0,0.0444764,0,0.0,0.186470876,,,,,,,,,,,,,
XLOC_019760,Moxd1,0.148403,0.0583382,0.203903,0.151024,0.221624,0.134871,0.0,0.677376891,,,,,,,,,,,,,
XLOC_019761,Rrs1,7.7919,12.5849,8.46054,23.0371,20.0636,27.199,1.2,0.054053964,,,,,,,,,,,,,
XLOC_019762,Thap11,16.2366,19.127,16.1602,16.2936,18.2866,18.688,0.0,0.606600233,,,,,,,,,,,,,
XLOC_019763,Med12,8.52245,7.83716,9.18165,9.09848,8.68044,8.06541,0.0,0.877337982,,,,,,,,,,,,,
XLOC_019764,Nampt,14.137,16.1957,11.693,10.0915,13.0573,9.71676,-0.3,0.033819787,,,,,,,,,,,,,
