tracking_id,gene_short_name,P8 AT2 Control_A,P8 AT2 Control_B,P9 AT2 Control_C,P8 AT2 Mutant_A, P8 AT2 Mutant_B,P9 AT2 Mutant_C,Average Log2 foldchange (FPKM +1),T-test p-value,,,,,,,,,,,,,
XLOC_003325,Prr13,48.3401,45.4121,41.5333,48.128,51.2995,41.7342,0.1,0.421521587,,,,,,,,,,,,,
XLOC_003326,Anapc11,11.8785,14.378,12.2683,17.9438,20.1246,23.6601,0.6,0.040460998,,,,,,,,,,,,,
XLOC_003327,Nip7,4.71881,6.30071,5.90646,8.505,8.54396,10.1959,0.6,0.031435044,,,,,,,,,,,,,
XLOC_003328,Pgls,55.2214,72.7598,58.0965,57.9566,65.5339,66.5183,0.0,0.743937944,,,,,,,,,,,,,
XLOC_003329,Nudt14,28.3626,36.9515,25.5616,35.0091,36.6062,36.6728,0.3,0.223540135,,,,,,,,,,,,,
XLOC_003330,,166.978,190.753,141,164.946,184.331,146.957,0.0,0.945788643,,,,,,,,,,,,,
XLOC_003331,Cd302,9.82651,7.7601,11.9994,2.28091,2.16158,2.58592,-1.7,0.004521931,,,,,,,,,,,,,
XLOC_003332,Rpl3l,0.100379,0.265052,0,0.0425087,0.0248519,0.0140437,-0.1,0.335684471,,,,,,,,,,,,,
XLOC_003333,Zdhhc12,15.3472,16.5927,15.8462,17.3678,18.2977,17.7457,0.2,0.004369093,,,,,,,,,,,,,
XLOC_003334,Trappc2,12.7623,14.1532,10.8054,12.4345,12.7744,11.4633,0.0,0.664568812,,,,,,,,,,,,,
XLOC_003335,Thoc7,60.645,66.8627,51.8834,81.2308,80.742,78.4407,0.4,0.044102426,,,,,,,,,,,,,
XLOC_003336,Tmem54,1.91776,2.23206,3.02544,22.5031,25.2043,24.6424,2.9,0.001553993,,,,,,,,,,,,,
XLOC_003337,Tmem218,6.8635,8.92169,9.18219,7.72207,6.5573,8.07319,-0.1,0.476765375,,,,,,,,,,,,,
XLOC_003338,Clps,0,0,0.113488,2.07014,4.70396,3.11434,2.0,0.016997998,,,,,,,,,,,,,
XLOC_003339,Fam3a,15.704,15.336,15.9368,16.1217,16.7995,15.6551,0.0,0.404344538,,,,,,,,,,,,,
XLOC_003340,Dmac2,10.3421,10.7174,11.2691,9.9865,11.505,10.4156,0.0,0.780231957,,,,,,,,,,,,,
XLOC_003341,Ccdc90b,11.3774,14.3588,12.9648,15.0736,14.6148,16.3623,0.2,0.159788981,,,,,,,,,,,,,
XLOC_003342,Dus2,2.46406,3.2732,2.5156,3.88039,3.03382,4.49939,0.4,0.253515415,,,,,,,,,,,,,
XLOC_003343,Nosip,24.7324,28.9177,24.7188,28.1941,28.8338,26.9622,0.1,0.210657701,,,,,,,,,,,,,
XLOC_003344,Arrdc4,8.11057,12.1361,10.7605,18.9037,24.8707,25.6942,1.1,0.003101991,,,,,,,,,,,,,
XLOC_003345,Fis1,165.044,192.685,148.371,131.082,141.649,136.692,-0.3,0.089245616,,,,,,,,,,,,,
XLOC_003346,Magohb,11.3828,17.821,8.32981,17.1589,18.6757,21.0424,0.6,0.211349463,,,,,,,,,,,,,
XLOC_003347,1700029H14Rik,0,0,0.05112,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_003348,Sri,42.6897,43.3717,41.1756,61.9207,75.1224,60.976,0.6,0.016140341,,,,,,,,,,,,,
XLOC_003349,Ntpcr,18.8124,20.4615,15.8043,13.0251,17.8927,13.4156,-0.3,0.093514574,,,,,,,,,,,,,
XLOC_003350,Cenpm,4.10561,6.21197,6.63615,22.8278,22.8139,26.0789,1.9,0.006196243,,,,,,,,,,,,,
XLOC_003351,Crls1,14.7994,17.2074,14.055,20.1472,21.1318,19.0018,0.4,0.014203561,,,,,,,,,,,,,
XLOC_003352,Aste1,3.20989,3.16837,3.84166,3.27946,2.86893,3.05866,-0.1,0.295435149,,,,,,,,,,,,,
XLOC_003353,Bfar,19.4525,15.2676,15.4717,14.9713,15.6576,12.1544,-0.2,0.227279991,,,,,,,,,,,,,
XLOC_003354,Abi3,2.69481,2.49803,5.43272,1.08504,1.0882,1.32001,-1.0,0.047824287,,,,,,,,,,,,,
XLOC_003355,Mcm8,1.47996,1.60222,1.75498,4.6488,3.16524,5.13318,1.0,0.02564298,,,,,,,,,,,,,
XLOC_003356,Smc6,15.5099,13.2788,13.1443,23.0151,20.6903,22.2605,0.6,0.00690737,,,,,,,,,,,,,
XLOC_003357,Spryd7,5.62466,6.53266,4.66933,8.70071,7.93419,9.54233,0.6,0.095007334,,,,,,,,,,,,,
XLOC_003358,Tceal8,82.8314,108.521,54.8634,81.6255,142.962,94.8318,0.4,0.238089243,,,,,,,,,,,,,
XLOC_003359,Aspn,24.1149,8.93916,12.1641,4.56867,5.46944,4.01594,-1.4,0.089693603,,,,,,,,,,,,,
XLOC_003360,Henmt1,0.214868,0.617707,0.158383,0.113937,0.0617811,0.14586,-0.2,0.303664032,,,,,,,,,,,,,
XLOC_003361,Spag16,0.0505566,0.0596774,0.0496187,0.0267391,0.014516,0.0082028,-0.1,0.030822114,,,,,,,,,,,,,
XLOC_003362,Ankrd61,0.136504,0.392429,0.821681,0.249415,0.413473,0.19085,-0.2,0.58216748,,,,,,,,,,,,,
XLOC_003363,Cypt1,0,0,0.174171,0,0,0,-0.1,0.422649731,,,,,,,,,,,,,
XLOC_003364,Cntnap2,0,0,0.0107695,0.0335293,0,0.0213606,0.0,0.275495253,,,,,,,,,,,,,
XLOC_003365,Mcub,1.62686,1.19272,1.73657,0.75968,1.04189,0.707483,-0.5,0.12549113,,,,,,,,,,,,,
XLOC_003366,Bcs1l,4.66806,5.33372,4.75967,5.93507,5.9088,5.25608,0.2,0.086594672,,,,,,,,,,,,,
XLOC_003367,Pnpla2,55.6188,61.8193,56.7441,37.1165,41.8082,39.874,-0.5,0.001620088,,,,,,,,,,,,,
XLOC_003368,Cpne8,7.42686,4.74274,7.24288,3.43413,4.18642,6.97643,-0.4,0.310996967,,,,,,,,,,,,,
XLOC_003369,Lonp2,25.0911,24.5919,26.4228,21.9285,20.6609,19.7617,-0.3,0.050563017,,,,,,,,,,,,,
XLOC_003370,Pccb,46.6208,53.2537,40.5958,50.4204,61.4174,49.1734,0.2,0.052215523,,,,,,,,,,,,,
XLOC_003371,Nudt16l1,34.1916,32.7652,28.7347,32.9966,36.2836,37.3631,0.2,0.330881904,,,,,,,,,,,,,
XLOC_003372,Vps28,87.9479,96.0744,82.2468,77.783,88.8043,84.0683,-0.1,0.296865605,,,,,,,,,,,,,
XLOC_003373,Echdc1,1.65322,2.51839,1.50026,2.2472,2.02163,2.06182,0.1,0.550308032,,,,,,,,,,,,,
XLOC_003374,Sh3d21,7.55416,6.25144,6.00053,13.0717,18.1978,10.9256,1.0,0.04873342,,,,,,,,,,,,,
XLOC_003375,Shisa5,75.3556,67.4936,70.8391,80.5132,87.0371,79.5631,0.2,0.122529445,,,,,,,,,,,,,
XLOC_003376,Tmx2,22.5395,22.6847,20.542,35.2529,34.9875,35.6294,0.7,0.00588342,,,,,,,,,,,,,
XLOC_003377,Rbm8a,29.4106,38.0475,25.3016,39.8316,40.872,41.0553,0.4,0.138103626,,,,,,,,,,,,,
XLOC_003378,Khdc3,0.260277,0.237191,0.280203,0.0920206,0.049881,0.105628,-0.2,0.001825069,,,,,,,,,,,,,
XLOC_003379,Lap3,36.4703,39.7454,33.5312,36.3714,46.5981,46.6226,0.2,0.233175352,,,,,,,,,,,,,
XLOC_003380,Kdm6b,32.4257,29.7139,33.9046,21.7379,20.8793,21.0293,-0.6,0.007886593,,,,,,,,,,,,,
XLOC_003381,Use1,158.063,199.477,144.081,92.4896,98.4534,84.6523,-0.8,0.009403375,,,,,,,,,,,,,
XLOC_003382,Thap4,21.5848,20.4161,17.544,19.3015,19.9834,19.3074,0.0,0.852503237,,,,,,,,,,,,,
XLOC_003383,Fancl,7.27787,7.906,5.51498,11.836,9.8526,11.2305,0.6,0.077667177,,,,,,,,,,,,,
XLOC_003384,Pmf1,22.2125,28.8444,27.1333,60.8085,63.1008,73.2148,1.3,0.005955746,,,,,,,,,,,,,
XLOC_003385,Polr3d,9.16936,9.55575,7.74022,13.637,14.1904,15.8871,0.7,0.042268105,,,,,,,,,,,,,
XLOC_003386,Dynlrb1,210.356,252.695,183.348,189.667,192.583,178.569,-0.2,0.205805404,,,,,,,,,,,,,
XLOC_003387,Magt1,22.8249,19.3489,18.0631,20.4912,19.1952,19.3338,0.0,0.781390331,,,,,,,,,,,,,
XLOC_003388,Naaa,4.74095,2.90041,3.91793,7.66869,7.91922,5.13577,0.7,0.112621129,,,,,,,,,,,,,
XLOC_003389,Ccdc159,1.11933,1.76994,2.4738,1.24929,0.908021,1.42353,-0.3,0.25482803,,,,,,,,,,,,,
XLOC_003390,Kbtbd4,4.93443,5.3322,6.46588,7.03871,5.46485,6.61612,0.2,0.348227826,,,,,,,,,,,,,
XLOC_003391,Tomm34,17.7359,19.1198,15.0673,16.5246,15.9946,14.6405,-0.1,0.174075373,,,,,,,,,,,,,
XLOC_003392,Nt5c3,7.11891,9.30175,8.14021,10.0947,9.05443,11.0546,0.3,0.219927976,,,,,,,,,,,,,
XLOC_003393,Nudcd2,13.5142,14.6499,13.2574,22.2431,24.2288,27.269,0.8,0.016195317,,,,,,,,,,,,,
XLOC_003394,Ube2t,4.54142,4.50762,4.02488,12.7346,11.0276,15.2384,1.4,0.014339007,,,,,,,,,,,,,
XLOC_003395,Mboat2,1.94495,1.08197,1.6447,4.28415,4.17198,4.50147,1.1,0.015672363,,,,,,,,,,,,,
XLOC_003396,Zscan18,3.04941,1.80125,4.03086,3.56814,2.69046,3.70582,0.2,0.382896601,,,,,,,,,,,,,
XLOC_003397,Washc3,22.1101,20.4479,15.5469,21.4895,21.1738,17.7137,0.1,0.428108545,,,,,,,,,,,,,
XLOC_003398,Pigc,6.50729,6.97749,6.91744,7.10699,7.22354,6.95353,0.1,0.220248257,,,,,,,,,,,,,
XLOC_003399,Dock7,19.261,16.8199,18.1752,28.2489,26.8663,24.851,0.5,0.013093776,,,,,,,,,,,,,
XLOC_003400,1700037H04Rik,9.42091,10.6387,8.2716,27.2938,26.3282,29.433,1.5,0.009030773,,,,,,,,,,,,,
XLOC_003401,Daam1,14.9479,13.3233,15.2959,13.6686,13.4996,9.95423,-0.2,0.333797951,,,,,,,,,,,,,
XLOC_003402,1700093K21Rik,0.0201447,0.0414937,0,0,0.060314,0,0.0,0.95616177,,,,,,,,,,,,,
XLOC_003403,4932438H23Rik,14.9385,14.4071,15.9105,13.2107,10.7581,12.4887,-0.3,0.047925532,,,,,,,,,,,,,
XLOC_003404,4833420G17Rik,16.9391,20.6676,20.6206,12.9503,8.54248,11.3756,-0.8,0.080595808,,,,,,,,,,,,,
XLOC_003405,Wdr13,20.2702,17.3458,21.9723,19.5101,20.1011,17.3987,-0.1,0.741820297,,,,,,,,,,,,,
XLOC_003406,9330159F19Rik,0.111542,0.0606865,0.044503,0.0153767,0,0.0058824,-0.1,0.055536991,,,,,,,,,,,,,
XLOC_003407,Kctd10,81.9243,70.7735,69.3629,70.5542,72.5178,75.454,0.0,0.8634154,,,,,,,,,,,,,
XLOC_003408,Eps8l1,28.0434,27.2197,33.26,25.0465,27.104,19.3059,-0.3,0.312665945,,,,,,,,,,,,,
XLOC_003409,Lims1,25.1192,16.034,19.6866,28.1823,24.8502,24.644,0.4,0.110423253,,,,,,,,,,,,,
XLOC_003410,Nudcd1,4.5,4.1278,4.39012,7.74861,7.72835,9.06232,0.8,0.007297933,,,,,,,,,,,,,
XLOC_003411,Ankrd33b,1.20359,0.739878,1.79892,0.403768,0.426296,0.3318,-0.7,0.098091926,,,,,,,,,,,,,
XLOC_003412,Ergic2,19.6133,17.9363,16.0797,20.6986,20.5103,20.7796,0.2,0.127751829,,,,,,,,,,,,,
XLOC_003413,Ankzf1,4.4121,6.8341,7.99525,4.50989,5.69251,5.00201,-0.3,0.276968782,,,,,,,,,,,,,
XLOC_003414,Ahi1,1.34028,1.16341,0.852588,1.28288,1.21822,1.11564,0.1,0.441197543,,,,,,,,,,,,,
XLOC_003415,Ppfibp1,22.7849,16.4169,19.3969,21.2615,18.5642,19.3205,0.0,0.800200746,,,,,,,,,,,,,
XLOC_003416,Ankrd39,4.45562,5.73758,4.61214,4.30921,3.17002,4.82882,-0.2,0.438149036,,,,,,,,,,,,,
XLOC_003417,Gin1,4.30478,4.19506,4.32135,3.34848,2.99834,3.06453,-0.4,0.008359645,,,,,,,,,,,,,
XLOC_003418,Lrrc18,0.129072,0.0626594,0.155273,0.0469176,0.0457355,0.132914,-0.1,0.194539317,,,,,,,,,,,,,
XLOC_003419,Rnf41,9.82728,9.54188,9.68249,9.72575,9.22765,8.92362,-0.1,0.184010114,,,,,,,,,,,,,
XLOC_003420,Get4,46.0998,51.1465,45.5178,47.7408,48.0366,51.8021,0.0,0.603790463,,,,,,,,,,,,,
XLOC_003421,Aasdhppt,10.7712,10.3718,8.83625,10.4407,12.2967,12.2235,0.2,0.271547904,,,,,,,,,,,,,
XLOC_003422,4930522H14Rik,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003423,Spaca1,0,0.0381627,0.0944774,0,0,0,-0.1,0.245482666,,,,,,,,,,,,,
XLOC_003424,Pbdc1,10.0909,15.3881,10.1611,24.8382,20.3222,19.9953,0.8,0.076261028,,,,,,,,,,,,,
XLOC_003425,Dyx1c1,1.38564,1.11375,1.29686,0.908238,0.715969,0.790482,-0.3,0.002717235,,,,,,,,,,,,,
XLOC_003426,Ift74,7.25876,7.74039,6.72475,11.8345,11.6838,11.4163,0.6,0.004870793,,,,,,,,,,,,,
XLOC_003427,2010106E10Rik,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003428,,51.9965,41.4843,36.1316,38.6042,37.9292,32.4976,-0.2,0.133886992,,,,,,,,,,,,,
XLOC_003429,Ccdc130,5.7187,7.06119,7.92,4.81747,5.21393,4.60123,-0.4,0.090893943,,,,,,,,,,,,,
XLOC_003430,N6amt1,8.06128,8.96131,8.69353,12.6477,14.9376,11.8428,0.6,0.020040882,,,,,,,,,,,,,
XLOC_003431,Borcs5,4.46131,6.85962,4.79813,4.24512,5.52297,5.73082,0.0,0.814878906,,,,,,,,,,,,,
XLOC_003432,Ddx55,7.22451,6.91302,5.47106,6.03628,6.34635,6.82249,0.0,0.908464059,,,,,,,,,,,,,
XLOC_003433,Enoph1,12.3523,14.9876,12.7846,20.0046,18.5641,22.505,0.6,0.058098909,,,,,,,,,,,,,
XLOC_003434,D8Ertd738e,157.96,192.301,146.678,146.121,158.707,164.164,-0.1,0.614824779,,,,,,,,,,,,,
XLOC_003435,Coq10b,29.5404,31.7821,11.8765,19.4339,16.4877,15.2763,-0.4,0.412232805,,,,,,,,,,,,,
XLOC_003436,Naa20,27.6987,30.2791,23.1897,37.822,32.1335,37.8224,0.4,0.147891713,,,,,,,,,,,,,
XLOC_003437,Rbm18,16.5009,17.1891,11.5284,13.931,15.2798,12.6988,-0.1,0.511697292,,,,,,,,,,,,,
XLOC_003438,Klhl7,10.7514,11.2993,9.76324,8.8443,9.73861,7.31146,-0.3,0.03406249,,,,,,,,,,,,,
XLOC_003439,Eloc,50.1441,62.1719,44.579,55.4362,57.6756,60.0312,0.2,0.423111567,,,,,,,,,,,,,
XLOC_003440,Prorsd1,5.21978,6.08508,5.03589,4.48554,4.3685,3.81656,-0.3,0.042355751,,,,,,,,,,,,,
XLOC_003441,,231.42,332.075,181.645,343.383,356.924,332.901,0.5,0.147623207,,,,,,,,,,,,,
XLOC_003442,U2surp,14.7414,13.5706,12.3779,16.5022,17.1207,16.1756,0.3,0.048257746,,,,,,,,,,,,,
XLOC_003443,Nacc2,5.70473,4.98218,5.28761,6.91021,5.96816,5.39862,0.2,0.141841333,,,,,,,,,,,,,
XLOC_003444,Apopt1,24.2715,27.141,19.4591,23.5469,22.3956,27.142,0.1,0.835882847,,,,,,,,,,,,,
XLOC_003445,Chid1,9.80251,11.5771,10.2806,13.9499,14.2445,15.157,0.4,0.029026571,,,,,,,,,,,,,
XLOC_003446,Nmb,1.84113,1.68191,1.57856,1.41995,1.2629,0.999072,-0.3,0.02274705,,,,,,,,,,,,,
XLOC_003447,Mid1ip1,176.946,233.606,199.289,137.174,143.853,149.325,-0.5,0.041241517,,,,,,,,,,,,,
XLOC_003448,Chac2,7.03026,7.3753,3.90146,6.34273,6.73559,6.24403,0.1,0.686737754,,,,,,,,,,,,,
XLOC_003449,,9.61885,9.97283,10.4441,19.0654,17.8232,20.0148,0.9,0.002318329,,,,,,,,,,,,,
XLOC_003450,Rchy1,19.2803,24.5501,18.2498,19.5861,19.9344,17.274,-0.1,0.339227959,,,,,,,,,,,,,
XLOC_003451,Fam92a,12.4392,14.1207,12.7731,23.5778,21.5743,23.8861,0.8,0.014919805,,,,,,,,,,,,,
XLOC_003452,Nt5c3b,33.4692,39.0644,32.399,34.6227,30.426,35.9605,-0.1,0.763541835,,,,,,,,,,,,,
XLOC_003453,Otub2,0.736238,0.977948,1.16446,1.52632,1.36561,1.34903,0.3,0.13323757,,,,,,,,,,,,,
XLOC_003454,Cgnl1,38.4156,32.0135,42.1345,46.1366,48.4375,46.1273,0.3,0.139658596,,,,,,,,,,,,,
XLOC_003455,,96.0613,126.282,84.4258,100.206,96.7515,113.519,0.0,0.896756125,,,,,,,,,,,,,
XLOC_003456,Slc25a22,4.28839,4.6934,4.27232,5.23217,4.76915,5.33859,0.2,0.15512853,,,,,,,,,,,,,
XLOC_003457,Pomgnt1,20.3671,21.6584,19.7199,24.4619,24.3117,24.5161,0.2,0.028896202,,,,,,,,,,,,,
XLOC_003458,Rpa1,18.194,20.6695,15.371,47.9198,43.7134,47.3395,1.3,0.012695247,,,,,,,,,,,,,
XLOC_003459,Mcoln2,0.156254,0.216347,0.0913976,0.459906,0.470995,0.340446,0.3,0.003597779,,,,,,,,,,,,,
XLOC_003460,Aar2,9.48968,9.04635,10.0501,9.27981,9.16721,10.6347,0.0,0.558690871,,,,,,,,,,,,,
XLOC_003461,Prps2,32.4356,35.6137,34.7858,27.3553,26.6121,25.6233,-0.4,0.027055972,,,,,,,,,,,,,
XLOC_003462,Cep57,15.5011,15.898,16.9359,20.0108,19.7051,21.7994,0.3,0.003003907,,,,,,,,,,,,,
XLOC_003463,Lrriq4,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003464,Tsr3,18.0219,21.7527,16.9416,14.5097,15.4808,16.1782,-0.3,0.143145151,,,,,,,,,,,,,
XLOC_003465,Rab13,13.2798,18.5616,14.9069,14.2381,13.8217,11.5663,-0.2,0.300235962,,,,,,,,,,,,,
XLOC_003466,Tmem254a,1.48321,2.09225,1.15027,3.06449,2.0905,1.55439,0.3,0.265114082,,,,,,,,,,,,,
XLOC_003467,Cpsf4l,0.219221,0.0912909,0.526102,0.0568636,0.0564898,0.107259,-0.2,0.187860032,,,,,,,,,,,,,
XLOC_003468,Acbd6,27.9301,37.5429,34.0568,38.4021,40.0449,42.6677,0.3,0.111265606,,,,,,,,,,,,,
XLOC_003469,Serpina1f,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003470,Lmbrd1,11.1894,10.5993,9.5056,7.68656,7.99234,7.06554,-0.4,0.008545466,,,,,,,,,,,,,
XLOC_003471,Slc39a13,16.3466,13.2157,14.5934,7.06012,7.60862,7.52045,-0.9,0.014919511,,,,,,,,,,,,,
XLOC_003472,Echdc2,39.0365,50.1948,40.6323,22.5596,21.3433,23.7967,-0.9,0.025401083,,,,,,,,,,,,,
XLOC_003473,Ccdc142,51.8582,55.3319,52.2436,46.0271,52.0445,54.4172,-0.1,0.424316932,,,,,,,,,,,,,
XLOC_003474,Nsmce2,26.3145,29.2444,23.8342,34.9262,32.1974,29.5025,0.3,0.068522947,,,,,,,,,,,,,
XLOC_003475,Ptx4,0,0,0.0401562,0,0,0,0.0,0.422649731,,,,,,,,,,,,,
XLOC_003476,Myadml2,0.552968,0.58688,0.655744,0.291984,0.325833,0.674715,-0.2,0.209907042,,,,,,,,,,,,,
XLOC_003477,Nfic,27.29,24.8031,27.6203,37.4116,33.0288,35.2367,0.4,0.00547392,,,,,,,,,,,,,
XLOC_003478,Gstm4,4.17251,5.65985,5.58186,8.51416,9.53478,9.72036,0.7,0.007837229,,,,,,,,,,,,,
XLOC_003479,Cgref1,0.161285,0.295513,0.356017,0.239591,0.688706,0.446635,0.2,0.187066558,,,,,,,,,,,,,
XLOC_003480,Ccdc167,7.43644,9.48291,12.0305,10.983,11.687,12.8561,0.3,0.138317447,,,,,,,,,,,,,
XLOC_003481,Pmvk,25.7066,30.4403,17.1628,17.4383,18.9884,19.9872,-0.3,0.349719348,,,,,,,,,,,,,
XLOC_003482,Drosha,11.3565,11.5916,11.6329,18.1345,17.054,19.3009,0.6,0.006214409,,,,,,,,,,,,,
XLOC_003483,Mlh1,7.12914,7.1472,7.38663,8.9782,9.45216,10.3046,0.4,0.011418444,,,,,,,,,,,,,
XLOC_003484,Ifitm1,6.28908,3.46323,5.48348,1.44745,3.15812,2.13784,-0.9,0.169563781,,,,,,,,,,,,,
XLOC_003485,Carmil1,11.6208,10.3656,10.4365,14.2053,14.7284,13.3609,0.4,0.026698476,,,,,,,,,,,,,
XLOC_003486,Srpx2,0.0976671,0.151068,0.219944,0.0570375,0,0.0764164,-0.1,0.087378854,,,,,,,,,,,,,
XLOC_003487,Asb11,0.476909,0.367659,0.287932,0.304358,0.126688,0.464707,-0.1,0.585251115,,,,,,,,,,,,,
XLOC_003488,Atp23,4.73662,4.40371,5.81691,4.6493,3.9518,6.14463,0.0,0.679387459,,,,,,,,,,,,,
XLOC_003489,Abhd13,10.8916,11.2982,10.7236,14.0495,13.3814,14.3346,0.3,0.022038374,,,,,,,,,,,,,
XLOC_003490,Ypel3,78.2096,92.9058,82.9165,34.4175,40.0093,28.5346,-1.3,0.007202645,,,,,,,,,,,,,
XLOC_003491,Aspscr1,38.4674,47.6143,37.5692,34.9765,32.7488,36.107,-0.2,0.243102676,,,,,,,,,,,,,
XLOC_003492,Fam57b,0.205267,0.10791,0.100696,0.116134,0.19081,0.0667564,0.0,0.811018733,,,,,,,,,,,,,
XLOC_003493,Ascc1,24.291,27.563,19.3367,26.4194,24.1245,22.2725,0.0,0.751354494,,,,,,,,,,,,,
XLOC_003494,Cuta,77.5906,92.5006,71.2351,70.219,75.8666,75.409,-0.1,0.392371737,,,,,,,,,,,,,
XLOC_003495,Ociad2,27.49,29.2459,19.3029,38.3329,45.3547,23.9747,0.5,0.03744132,,,,,,,,,,,,,
XLOC_003496,Kbtbd3,3.51966,2.98153,2.54263,2.58575,1.84213,1.99112,-0.4,0.037482949,,,,,,,,,,,,,
XLOC_003497,Scnm1,20.3159,26.9814,21.9181,17.4001,20.6378,18.5661,-0.3,0.033095389,,,,,,,,,,,,,
XLOC_003498,Gins1,3.90932,6.02269,5.01289,17.2443,17.5852,17.8243,1.6,0.007279716,,,,,,,,,,,,,
XLOC_003499,Spata3,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003500,1700012B07Rik,0,0,0,0,0,0,0.0,#DIV/0!,,,,,,,,,,,,,
XLOC_003501,Wdfy1,10.4377,8.68416,13.4045,9.95635,10.286,5.2836,-0.3,0.508206457,,,,,,,,,,,,,
XLOC_003502,C8g,0.48583,0.756988,0.908517,0.943433,0.374483,0.843638,0.0,0.981632436,,,,,,,,,,,,,
XLOC_003503,Ikbip,10.5692,9.34593,9.52629,5.74898,5.52871,5.9941,-0.7,0.006435803,,,,,,,,,,,,,
XLOC_003504,Ubl7,26.1369,27.8658,23.5121,25.0383,26.1864,23.9923,0.0,0.37269676,,,,,,,,,,,,,
XLOC_003505,Eqtn,0.0774382,0.192941,0.107627,0.0659831,0.151091,0,-0.1,0.211377394,,,,,,,,,,,,,
XLOC_003506,Nup35,4.48998,4.43466,4.19106,7.01479,6.9045,7.51838,0.6,0.008941006,,,,,,,,,,,,,
XLOC_003507,Dnase1l1,10.4976,9.16179,10.26,7.97812,6.82812,6.68687,-0.4,0.020110112,,,,,,,,,,,,,
XLOC_003508,Mapk1ip1,18.6318,17.4088,19.7701,8.03927,7.14378,6.80747,-1.2,0.005205074,,,,,,,,,,,,,
XLOC_003509,Cdk13,12.7266,11.3002,11.4423,12.0449,11.0435,11.3639,0.0,0.184847517,,,,,,,,,,,,,
XLOC_003510,Lnpk,2.76047,2.57486,2.59484,3.38099,2.62251,3.29387,0.2,0.154544601,,,,,,,,,,,,,
XLOC_003511,Taf9,46.5509,54.8244,44.8564,70.8098,72.1081,76.2872,0.6,0.031557337,,,,,,,,,,,,,
XLOC_003512,Exosc8,11.4473,14.6721,12.7794,21.673,22.7177,24.9423,0.8,0.014982848,,,,,,,,,,,,,
XLOC_003513,Lrrc27,1.55174,2.3382,1.38883,1.43759,1.10663,1.33183,-0.3,0.339125042,,,,,,,,,,,,,
XLOC_003514,Camsap3,11.0622,13.2637,12.9751,11.3416,10.8113,9.91161,-0.2,0.235377869,,,,,,,,,,,,,
XLOC_003515,Casz1,6.25695,6.00855,6.54499,4.46245,5.07448,3.57341,-0.4,0.096924059,,,,,,,,,,,,,
XLOC_003516,Bdh2,5.89752,4.25175,3.87116,0.920351,0.862959,0.830406,-1.6,0.006928759,,,,,,,,,,,,,
XLOC_003517,Slc39a11,3.16799,6.43614,6.00473,6.49906,8.96371,7.17653,0.5,0.113969319,,,,,,,,,,,,,
XLOC_003518,Clec4b1,0.254991,0.0678215,0.416259,0,0,0,-0.3,0.120692922,,,,,,,,,,,,,
XLOC_003519,Cinp,11.5251,14.7623,12.2661,20.0336,23.9732,21.8998,0.7,0.002464115,,,,,,,,,,,,,
XLOC_003520,Fyttd1,20.3991,20.2769,19.0857,24.7173,23.6009,26.0022,0.3,0.044015187,,,,,,,,,,,,,
XLOC_003521,Polr3gl,18.9472,22.1645,20.1004,10.0146,9.83833,9.35473,-1.0,0.00507663,,,,,,,,,,,,,
XLOC_003522,Tlcd2,1.75702,2.77004,1.08635,0.677789,0.915882,1.26018,-0.5,0.251391325,,,,,,,,,,,,,
XLOC_003523,Vrk2,2.70975,3.41006,2.66961,5.47652,5.5637,5.21026,0.7,0.009643651,,,,,,,,,,,,,
XLOC_003524,Nkd1,27.2474,27.3187,27.0497,11.6136,12.2323,13.2294,-1.1,0.00247765,,,,,,,,,,,,,
XLOC_003525,Ace2,4.05969,3.46084,4.15876,1.02701,1.499,0.784606,-1.2,0.026916455,,,,,,,,,,,,,
XLOC_003526,,33.5869,54.3669,17.6889,12.4369,9.97287,8.83305,-1.5,0.065769777,,,,,,,,,,,,,
XLOC_003527,Dopey2,17.449,15.7128,19.1429,22.5164,22.9696,22.3777,0.4,0.054792806,,,,,,,,,,,,,
XLOC_003528,Degs2,4.28389,3.291,3.39102,10.5004,11.8127,9.26169,1.3,0.010970338,,,,,,,,,,,,,
XLOC_003529,Ankrd60,0.211729,0,0,0,0,0,-0.1,0.422649731,,,,,,,,,,,,,
XLOC_003530,Golm1,29.5321,30.6928,41.5007,96.3908,119.424,94.8879,1.6,0.018746814,,,,,,,,,,,,,
XLOC_003531,,13.6,16.6712,14.169,24.6724,21.4375,22.1052,0.6,0.049400433,,,,,,,,,,,,,
XLOC_003532,Mllt3,4.81277,5.35122,5.30172,8.32356,8.66827,7.8989,0.6,0.00793247,,,,,,,,,,,,,
XLOC_003533,Prpf31,8.15828,8.63021,10.3171,15.8215,15.8507,19.9067,0.9,0.000839132,,,,,,,,,,,,,
XLOC_003534,Lypd8,0,0.125091,0,0,0.0606035,0,0.0,0.422649731,,,,,,,,,,,,,
