"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Birc6",3.59656332884664e-06,-0.129997008608121,0.622,0.728,0.19745492331701
"Zzz3",3.62273205831741e-06,-0.0213085747771856,0.332,0.432,0.198891612733684
"Gramd3",3.63355455372066e-06,-0.029790136267313,0.222,0.317,0.199485778553818
"Srp14",3.63779475093869e-06,0.0406346514802167,0.626,0.692,0.199718569621285
"Cd2ap",3.64128463347607e-06,-0.100459064474761,0.675,0.773,0.19991016766247
"Nop14",3.642622377251e-06,-0.0458782747672168,0.373,0.476,0.199983611133457
"Sec63",3.65390857494085e-06,-0.0539778271829801,0.538,0.643,0.200603234672828
"Bmpr1a",3.66104235454604e-06,-0.0551203759808444,0.39,0.497,0.200994886306932
"Ctdspl",3.69074420643616e-06,0.0238089811131838,0.471,0.55,0.202625547677551
"Gabarap",3.72256701706735e-06,0.125053374829869,0.845,0.865,0.204372651804015
"Tsr1",3.72309643644268e-06,0.0222964998233492,0.329,0.414,0.20440171745714
"Bbip1",3.72520118461518e-06,-0.0271701490963269,0.402,0.503,0.204517270236558
"Zcchc6",3.76817141540887e-06,-0.0208701118194858,0.423,0.531,0.206876378877362
"Mapk13",3.76907001274178e-06,0.0243844867515537,0.716,0.785,0.206925712769536
"Mrpl48",3.78849366475761e-06,-0.00597612210559417,0.543,0.635,0.207992090688857
"Mcph1",3.81253400146925e-06,-0.0244971906135525,0.145,0.227,0.209311929214663
"Cdc26",3.82176783352132e-06,-0.0275215978781695,0.588,0.689,0.209818875828154
"Anapc15",3.83835001842269e-06,-0.0721614094960869,0.328,0.438,0.210729254361424
"Cldnd1",3.87828441875585e-06,-0.0656068341700223,0.412,0.524,0.212921692874115
"Sval1",3.91201629528041e-06,0.239314408338505,0.197,0.126,0.21477360662719
"Zfp326",3.95455557499871e-06,0.0136956676928967,0.474,0.564,0.217109055623004
"Ssx2ip",3.97088590149376e-06,-0.0763055346035924,0.393,0.505,0.218005606877909
"Map7",3.99330110876938e-06,0.0582024043881901,0.457,0.51,0.219236224172548
"Tdg",3.99628604152501e-06,-0.101348494424876,0.398,0.507,0.219400099965764
"Ythdf3",3.99746175082097e-06,-0.119503802615866,0.389,0.502,0.219464647581822
"Zbtb18",4.00052628875238e-06,-0.0711679144799273,0.136,0.223,0.219632893778795
"Btaf1",4.00683520427955e-06,-0.0595948027943425,0.195,0.292,0.219979259550152
"Rbm8a",4.01828476612476e-06,-0.0917823068548714,0.658,0.759,0.220607851945016
"Gmfb",4.07039461299825e-06,0.00640387174574508,0.356,0.441,0.223468734648217
"Shank2",4.07170730528452e-06,0.0138294965377476,0.091,0.151,0.223540802767425
"Tulp4",4.10446568672136e-06,0.041036422309435,0.34,0.421,0.225339270666689
"Zfx",4.11482025792826e-06,0.0661092389599235,0.241,0.308,0.225907746980519
"Tmco1",4.12149905389388e-06,0.0778459252240674,0.652,0.703,0.226274419557828
"2010111I01Rik",4.12632109727158e-06,0.0927348601264587,0.638,0.681,0.226539154561307
"Wdr83os",4.12951381081519e-06,0.0357211042773924,0.679,0.747,0.226714437727565
"Mtdh",4.13552915690101e-06,-0.100057649196491,0.757,0.845,0.227044686243022
"Magoh",4.13783553552971e-06,-0.117314736944082,0.658,0.753,0.227171308736116
"Abca1",4.14787702630787e-06,0.0703571974576207,0.104,0.046,0.227722596621328
"Nvl",4.14928578107991e-06,-0.0526407546746224,0.235,0.332,0.227799938667068
"Pwwp2a",4.19059151988093e-06,-0.0411454219577993,0.285,0.385,0.230067665032983
"Pias1",4.19182201443721e-06,0.024599873638868,0.224,0.28,0.230135220414617
"Ubl4a",4.22092018224943e-06,-0.00822806166528189,0.492,0.591,0.231732738925676
"Blvrb",4.22554083692506e-06,-0.0527452153768841,0.478,0.589,0.231986417488023
"Pdgfa",4.23318144784152e-06,0.106933293925034,0.335,0.378,0.232405894667947
"Lsm14a",4.24970750639957e-06,-0.0189440649324319,0.465,0.555,0.233313191808843
"Rae1",4.30082783804231e-06,-0.079413269728121,0.429,0.54,0.236119749136361
"Akr7a5",4.32484655958114e-06,-0.00456072571033461,0.685,0.77,0.237438400967564
"Lcorl",4.33035236398266e-06,-0.0584224192931954,0.29,0.395,0.237740675135012
"Gps1",4.34202970175024e-06,-0.066217482422386,0.564,0.674,0.23838177265579
"Tmem115",4.35562503489589e-06,-0.003980456118644,0.305,0.399,0.239128170040819
"Taf1d",4.35584331055926e-06,-0.104627521332223,0.667,0.763,0.239140153593014
"Tpmt",4.36614915285426e-06,-0.0155792910202521,0.234,0.325,0.239705954640852
"Acss2",4.43569274530184e-06,0.0715137785347816,0.572,0.592,0.243523967409816
"Acox1",4.43626768767515e-06,0.0645765003305791,0.253,0.341,0.243555532321053
