"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Usp9x",0.340554239895413,0.0995569411306664,0.475,0.494,1
"Mettl9",0.340631667282538,0.205858005014825,0.393,0.318,1
"Txnl1",0.340709905525201,0.0772141707026136,0.59,0.647,1
"Tmem128",0.340747568050408,-0.119679276231661,0.287,0.376,1
"Krtcap3",0.340760426886519,0.158692624302709,0.672,0.659,1
"Tbpl1",0.340824126310807,0.0367946966743995,0.18,0.224,1
"Cnksr1",0.340860969643486,-0.165824095018672,0.164,0.247,1
"Cklf",0.340897580068304,-0.0680426998368724,0.164,0.247,1
"Snx19",0.341151050163847,-0.139510546162351,0.098,0.141,1
"Usp39",0.341203788430321,-0.106718387337089,0.213,0.259,1
"Ptpn11",0.341270007720017,-0.0810005232411398,0.27,0.365,1
"Fam83f",0.34128020192941,-0.062883838322179,0.115,0.188,1
"Maf1",0.341309075466093,-0.138845619458978,0.41,0.506,1
"Fam83b",0.341354290889486,0.0437957449769162,0.074,0.129,1
"Ing3",0.341360619240133,-0.0596721017728625,0.074,0.129,1
"Serpinb1a",0.341394816122651,-0.169325744361363,0.762,0.835,1
"Mcat",0.341532007933132,0.115440723407888,0.287,0.2,1
"Gcdh",0.34161709462653,-0.0843341795418956,0.131,0.2,1
"Mapk1ip1l",0.341659572535223,-0.097606957067876,0.393,0.494,1
"Dtd1",0.341699838469855,-0.0341625414813856,0.139,0.212,1
"Trrap",0.341751829227495,0.105804255561724,0.254,0.294,1
"Vps11",0.341772458385039,-0.102128056899644,0.115,0.188,1
"Mtor",0.341779465700677,-0.0505390507160872,0.115,0.188,1
"Mettl7a1",0.341904730220363,-0.0724942679340222,0.082,0.141,1
"Bclaf1",0.341984318682287,-0.0569420646393023,0.549,0.647,1
"Ankrd17",0.342469145107692,-0.116688526549097,0.426,0.529,1
"Agps",0.342531438842092,-0.0533868664043375,0.123,0.141,1
"Fam192a",0.342621154176627,-0.049684323800687,0.361,0.447,1
"Oaz2",0.343021289853114,0.111788997218127,0.295,0.294,1
"Gdpd1",0.343039269467675,0.175855736385096,0.713,0.741,1
"Snupn",0.343047706809876,-0.0385012041227525,0.107,0.176,1
"Dctn2",0.343195128020461,-0.0589359502717575,0.705,0.788,1
"Mier3",0.343231118276104,-0.192362331449799,0.205,0.247,1
"Nr5a2",0.34326426854589,0.0793834330921478,0.23,0.294,1
"Arl6ip5",0.343432082688468,-0.147811324377016,0.369,0.471,1
"Ctnnbl1",0.343488969313664,0.0180868934151215,0.287,0.2,1
"Ctdsp2",0.343530519344147,-0.0348389757766691,0.377,0.471,1
"Tle4",0.343609071199035,-0.212033802624266,0.23,0.282,1
"Csnk2a2",0.34372828512264,0.129447569626818,0.369,0.353,1
"Cdc42bpg",0.343787259704841,-0.0732006373027068,0.123,0.188,1
"Grhl2",0.343788790726476,-0.16596800416718,0.148,0.212,1
"Lpar6",0.343797120372359,0.276392486996329,0.385,0.365,1
"Nol6",0.343889733479288,0.0670775567396093,0.115,0.059,1
"Zzz3",0.343904333469663,0.211536864184182,0.303,0.247,1
"Hif1an",0.343959712617728,-0.0694936184946231,0.123,0.153,1
"Rps19bp1",0.343986295384606,-0.0296265866344357,0.361,0.459,1
"Dnajc4",0.344220345164165,-0.118720397239697,0.23,0.306,1
"Mtx1",0.344235041124011,0.191819932277058,0.361,0.329,1
"Hnrnpl",0.344358578719576,-0.11439737348826,0.451,0.553,1
"Ppt2",0.344442535310514,0.0575135098227619,0.213,0.282,1
"Glrx5",0.34450291396187,0.102248191648779,0.607,0.588,1
"Sfpq",0.344536247128785,0.0949884207694958,0.705,0.753,1
"Yipf6",0.344549481285511,0.161050135893775,0.402,0.435,1
"Slc35f6",0.344636629999296,0.213028329067168,0.107,0.106,1
"Klf7",0.344659116755596,0.123851225065076,0.32,0.365,1
"Vps28",0.344843793678818,0.04828131743314,0.639,0.694,1
"Fkbp3",0.344899559148935,0.133106127262065,0.5,0.506,1
"Man1a",0.345068009613326,-0.128657061849893,0.32,0.4,1
"Nup93",0.345627912346699,-0.0793776866114807,0.123,0.188,1
"Bop1",0.345771716017121,0.0306125757549849,0.238,0.282,1
"Dcun1d5",0.345847025825704,-0.134610854135085,0.418,0.518,1
"Ppp1r16a",0.345964027489039,0.109926807585886,0.205,0.129,1
"Utp3",0.34597091643997,0.230043127751484,0.426,0.365,1
"Tiparp",0.346237831967219,0.05014956635781,0.516,0.612,1
"Tspan3",0.346284681358948,0.0512259707241953,0.623,0.694,1
"Fabp6",0.34636802773718,0.146235631909439,0.115,0.059,1
"1810026B05Rik",0.34648743409918,-0.24344956836475,0.303,0.365,1
"Bcs1l",0.346794762627995,-0.282355319091094,0.098,0.153,1
"Top1",0.346803097437656,-0.109446600547324,0.672,0.765,1
"Haus4",0.346996441848467,-0.0673261992551373,0.066,0.118,1
"Ndufaf5",0.347094063402341,-0.0673579581158233,0.09,0.129,1
"Gm49336",0.347187832908057,-0.0560224277808715,0.23,0.318,1
"Htra2",0.347256895319992,-0.178625619750312,0.197,0.188,1
"Mphosph8",0.347529098122191,-0.0764427981440329,0.295,0.388,1
"Map2k1",0.347623708230184,0.155898601914353,0.246,0.2,1
"Cnih1",0.347787596376792,-0.0453739634204,0.426,0.518,1
"Sf3b4",0.347819976369799,-0.0595031530851485,0.303,0.4,1
"Ldb3",0.3478312150126,-0.0269511755994014,0.115,0.176,1
"4932438A13Rik",0.347876814766123,-0.192553060418661,0.385,0.471,1
"Trim11",0.347899138745321,0.0847690762062616,0.189,0.118,1
"Tet2",0.348449004034073,-0.191458072356679,0.148,0.212,1
"Rabgef1",0.348482749619993,-0.0436730934851457,0.115,0.106,1
"Gtf2f2",0.34885276232803,-0.0854362876784507,0.27,0.365,1
"Kansl1",0.349220716933731,-0.0794230567242515,0.303,0.318,1
"Akap7",0.349260643655792,0.0963222623861159,0.205,0.153,1
"Epb41",0.349350077852379,-0.0767108964301877,0.23,0.318,1
"Ndufv2",0.349388762851375,0.148787488904636,0.746,0.753,1
"Rala",0.350335503626125,0.147240707444305,0.59,0.635,1
"Cdk8",0.350354758666525,-0.0182185028922156,0.238,0.329,1
"2210016L21Rik",0.35083243532234,0.0414070756310014,0.607,0.694,1
"Trim38",0.350903814522713,-0.0511280495470006,0.156,0.106,1
"Lrrc40",0.350953868078618,-0.083055199387625,0.098,0.129,1
"Tmem59",0.35098553643824,-0.0476137569325041,0.885,0.941,1
"Dnajb12",0.351040011696745,0.154428696677271,0.172,0.153,1
