"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Acy3",3.84384566565473e-15,0.00181690552127607,0.13,0.166,2.1103097089011e-10
"Hspbp1",3.84428869891171e-15,0.00667000543687107,0.196,0.24,2.11055293858952e-10
"Amhr2",3.85116097608786e-15,0.0143764931438906,0.109,0.133,2.11432588748199e-10
"Tmem131l",4.00642353525377e-15,-0.00837653782863132,0.139,0.188,2.19956658508967e-10
"Gcnt1",4.03053353285416e-15,-0.0360077225427949,0.178,0.246,2.21280321487226e-10
"Hs2st1",4.04150032143931e-15,-0.000892835640112305,0.173,0.22,2.2188240914734e-10
"Vopp1",4.04673468412969e-15,-0.0216410862417632,0.11,0.165,2.22169780893404e-10
"Steap2",4.08952273683945e-15,-0.0116370956451123,0.107,0.152,2.24518887775223e-10
"Osr2",4.0919192085138e-15,0.0385801622484962,0.297,0.327,2.24650456466616e-10
"Sepsecs",4.12140875604614e-15,-0.0172610314501055,0.14,0.193,2.26269462115689e-10
"Cdyl",4.16902816146348e-15,-0.00729712298818497,0.094,0.142,2.28883815092507e-10
"Clip2",4.1996959005415e-15,-0.00217148632772061,0.143,0.188,2.30567504635629e-10
"Vezt",4.21484170294855e-15,-0.013298749224726,0.105,0.15,2.31399024333578e-10
"Atxn3",4.25365252819202e-15,-0.00722187205206334,0.179,0.234,2.3352977745027e-10
"Wdr5",4.36454019430464e-15,-0.0111388256365128,0.158,0.21,2.39617621207519e-10
"Rbm12",4.39729288929832e-15,0.0102041364004821,0.178,0.227,2.41415776915367e-10
"Map4k4",4.41553025057809e-15,-0.0158240385603555,0.112,0.162,2.42417026286988e-10
"Mtmr14",4.41685142535034e-15,0.00717334973199324,0.172,0.221,2.42489560103159e-10
"L2hgdh",4.41707771776426e-15,0.00182217824439883,0.113,0.157,2.42501983782975e-10
"Wiz",4.5595001309127e-15,-0.0208983223852245,0.156,0.216,2.50321116687238e-10
"Slc25a33",4.563477270079e-15,-0.00569036208316639,0.156,0.203,2.50539465604607e-10
"Git2",4.67576237882851e-15,-0.0284773690601823,0.183,0.247,2.56704030360064e-10
"Nsmaf",4.69097733682612e-15,-0.0119348520164564,0.092,0.137,2.57539346769091e-10
"Ckap5",4.70215925214074e-15,-0.0315970849197906,0.201,0.269,2.58153245101779e-10
"Cfb",4.73818518473238e-15,-0.0186215986093026,0.189,0.251,2.60131104826992e-10
"Ptpro",4.79513525322943e-15,0.0923453683908207,0.178,0.167,2.63257720537549e-10
"Dnajb4",4.81638797213443e-15,-0.0258496460247519,0.15,0.212,2.64424516058152e-10
"H2-Ab1",4.96534697572819e-15,0.0677094156793995,0.101,0.073,2.72602514314453e-10
"Anapc10",4.97935041049633e-15,0.0148004586041661,0.21,0.247,2.73371316886659e-10
