"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Shkbp1",1.70681121269304e-26,0.0235077738912854,0.193,0.283,9.37056423880608e-22
"Fubp3",1.71746969262207e-26,0.015006002591253,0.213,0.329,9.42908035946445e-22
"Frmd8",1.75315534906834e-26,-0.0401036760035807,0.121,0.263,9.62499818192008e-22
"Tmeff1",1.79005621871313e-26,0.0406415248974666,0.168,0.24,9.82758764635696e-22
"Cbr3",1.81292668840498e-26,0.12418263795193,0.273,0.298,9.9531488120122e-22
"Fzd1",1.84176920257911e-26,-0.0470735344007662,0.127,0.271,1.01114970990796e-21
"Epc2",1.85885320424597e-26,-0.00295743908622062,0.158,0.267,1.02052899766308e-21
"Dgkh",1.88312790435852e-26,-0.0953743234497049,0.345,0.542,1.03385605077187e-21
"Otud5",1.91308770598285e-26,-0.0113993223545248,0.193,0.336,1.05030428146164e-21
"Thrb",1.92338301296788e-26,-0.00760383126445024,0.197,0.325,1.05595650794949e-21
"Myadm",1.92868054812295e-26,-0.0402076264494074,0.197,0.351,1.05886490772498e-21
"Pex3",1.9294420052922e-26,-0.00868001882250946,0.198,0.332,1.05928295532547e-21
"Bnip1",1.93133471157206e-26,0.0278349416637751,0.221,0.33,1.06032207000018e-21
"Hsd17b2",1.95510790206103e-26,-0.123183479386953,0.529,0.736,1.07337378931053e-21
"Kiz",1.95721200639597e-26,-0.0600918491106411,0.141,0.295,1.07452896363145e-21
"Snhg12",2.03482965724288e-26,0.0226512104641849,0.232,0.335,1.11714183012291e-21
"Fxyd3",2.09538407709899e-26,0.0638379877185512,0.431,0.547,1.15038681216812e-21
"Gprin3",2.11887557017738e-26,-0.0222067989305729,0.132,0.252,1.16328387678308e-21
"Uhrf1bp1l",2.11971437657323e-26,-0.047181632763177,0.147,0.296,1.16374438988247e-21
"Kdm3a",2.17540996529106e-26,-0.0298314401233654,0.17,0.318,1.19432182504444e-21
"Nmd3",2.19911321050986e-26,-0.032141980698339,0.215,0.369,1.20733514370202e-21
"Atp2c1",2.25832618407948e-26,-0.0144687367365018,0.247,0.399,1.23984365832148e-21
"Tollip",2.31303959039616e-26,-0.0344107444847633,0.144,0.28,1.2698818655234e-21
"Litaf",2.31620359560344e-26,-0.0493693654219096,0.239,0.417,1.27161893602225e-21
"Apip",2.39744974685145e-26,0.0202308945890759,0.165,0.25,1.31622388551892e-21
"Pde12",2.4274334338383e-26,0.000455456402386256,0.162,0.269,1.33268522951157e-21
"Psmb9",2.42885487136994e-26,0.0883433753078558,0.274,0.338,1.33346561293081e-21
"Cacul1",2.48050178780376e-26,-0.00548351592037188,0.188,0.317,1.36182028652214e-21
"Hsd3b3",2.49086599963224e-26,-0.0048229567398349,0.256,0.392,1.3675103424581e-21
"Tagln2",2.52707138545333e-26,0.0721956632874521,0.868,0.959,1.38738746132774e-21
"Nceh1",2.57609534821727e-26,-0.0321351085795296,0.198,0.342,1.41430210712477e-21
"Nipal2",2.6095603788067e-26,0.0107818838074681,0.213,0.331,1.43267474356867e-21
"Nub1",2.77436338393864e-26,-0.000791429384462278,0.226,0.355,1.52315324141615e-21
"Mul1",2.83109807097629e-26,0.00713915423354816,0.256,0.39,1.55430115194669e-21
"Wdr36",2.84233106072367e-26,-0.0165674933010879,0.162,0.284,1.5604681756479e-21
"Nubp2",2.85465573457746e-26,0.0169404465131418,0.229,0.336,1.56723454484037e-21
"Itgb6",2.90519340259755e-26,-0.0373665589153128,0.092,0.212,1.59498022996008e-21
"2610002M06Rik",2.91854908918208e-26,0.0257279149233896,0.213,0.317,1.60231263545185e-21
"Ctps2",2.95702113816829e-26,-0.0159259115582072,0.171,0.304,1.62343417506577e-21
"St5",2.98530038814038e-26,-0.0321436243666551,0.142,0.28,1.63895976609295e-21
"Plrg1",2.9972324649568e-26,-0.0350298245094031,0.184,0.329,1.64551059558593e-21
"Twistnb",3.02128716459485e-26,-0.00490022635119466,0.22,0.354,1.65871686623422e-21
"Coq10b",3.02624916373548e-26,-0.0483591441316687,0.246,0.412,1.66144105338241e-21
"Ctsb",3.15942259260503e-26,-0.0623299587367148,0.868,0.982,1.73455459756609e-21
"Timp3",3.2208502338443e-26,-0.0472306176115592,0.196,0.358,1.76827898688286e-21
"Nudt13",3.2626318847356e-26,0.00181707094094335,0.146,0.261,1.79121753103869e-21
"Nudt4",3.2876388931905e-26,-0.0849203950412774,0.694,0.872,1.80494662875051e-21
"E2f2",3.39679065738093e-26,-0.0305668966982421,0.08,0.195,1.86487203880871e-21
"Armc8",3.46255376244651e-26,-0.0126458574065543,0.212,0.344,1.90097664112076e-21
"Kat2b",3.48412158323568e-26,-0.0530706808153355,0.136,0.286,1.91281759041222e-21
"Rexo1",3.55102166900968e-26,0.0483597449950624,0.236,0.32,1.94954640650301e-21
"Fbxo38",3.56877619058685e-26,-0.046100426658771,0.137,0.285,1.95929381639409e-21
"Abcf2",3.61551072362298e-26,-0.00763322799289334,0.22,0.351,1.98495154237626e-21
"Cdhr5",3.63293025108073e-26,-0.0697771205428166,0.736,0.902,1.99451503714583e-21
"Tifa",3.64910814158e-26,-0.0307694160863262,0.175,0.314,2.00339686080884e-21
"Tspan13",3.719972596353e-26,0.0507524436695949,0.268,0.359,2.04230215512376e-21
"Eipr1",3.80147908455557e-26,-0.011443111198518,0.159,0.284,2.08705003221185e-21
"Cdkn2aipnl",3.85983390910655e-26,0.0119164695039772,0.197,0.3,2.11908741443858e-21
"Ran",3.87441969855737e-26,0.0944701941562622,0.884,0.968,2.12709515870498e-21
"Josd1",3.92042849807274e-26,-0.0169824084680653,0.168,0.306,2.15235444972691e-21
"Mapk8",3.92224574074862e-26,-0.00558147808624421,0.155,0.269,2.1533521341284e-21
"Fiz1",3.9579083907174e-26,-0.00608379231567796,0.142,0.251,2.17293128558776e-21
"Atp2c2",4.02208202774484e-26,0.0781802328547894,0.507,0.607,2.2081632540522e-21
"Laptm4a",4.03849336672163e-26,0.0764827347324926,0.911,0.987,2.21717324326384e-21
"Cct4",4.08686030673944e-26,-0.0440266842613453,0.841,0.967,2.24372717700302e-21
"Ube2g2",4.10838249717143e-26,-0.0300578619132164,0.175,0.315,2.25554307477208e-21
"Erf",4.11570223139076e-26,-0.0417226422286074,0.13,0.273,2.25956168205584e-21
"Aak1",4.11699281896842e-26,-0.0425401285499063,0.191,0.348,2.26027022754185e-21
"Polr2l",4.12990469004829e-26,-0.00580607233210184,0.208,0.341,2.26735897388341e-21
"Kti12",4.14623060085033e-26,-0.0162973582608247,0.198,0.33,2.27632206217284e-21
"Stat6",4.16963048674503e-26,-0.040364392634385,0.182,0.332,2.28916883352789e-21
"Prkaa1",4.24086222047619e-26,-0.0274270788613348,0.167,0.309,2.32827576766364e-21
"Ccdc166",4.31597690499186e-26,0.0362155534314612,0.194,0.277,2.36951448060958e-21
"Yars",4.3589485276961e-26,-0.0110646893843362,0.275,0.417,2.39310633119044e-21
"Ptger4",4.36300868328825e-26,0.0108735477375446,0.178,0.286,2.39533539721208e-21
"Usp46",4.46509647600725e-26,-0.029792630739883,0.148,0.282,2.45138261629274e-21
"Pgs1",4.49878534383476e-26,-0.00180589412161086,0.19,0.305,2.46987814161872e-21
"Riox2",4.51755625484189e-26,-0.00991185670160058,0.239,0.371,2.48018355947075e-21
"Lgals8",4.58291023670483e-26,-0.0456041353215332,0.238,0.405,2.51606354905332e-21
"Rnf170",4.64531827483086e-26,-0.00562587982593402,0.181,0.31,2.55032618606489e-21
"Tnks",4.66529680024268e-26,-0.0430409471595207,0.14,0.287,2.56129459630124e-21
"Map3k7",4.74562615678048e-26,-0.0122487954479732,0.162,0.28,2.60539621633405e-21
"Dhdds",4.75599291269224e-26,0.0114900775662305,0.163,0.273,2.61108766899717e-21
