"gene","distance","Z","FC","p.value","p.adj"
"Hdac11",6.04410476112981e-12,-0.202999186979405,1.15830873258087e-05,0.997284490113177,0.999999994607851
"Cdc37l1",6.04312754226447e-12,-0.203025775896088,1.1579342090791e-05,0.997284929158719,0.999999994607851
"Tars",6.03262134614956e-12,-0.20331188716628,1.15391148781877e-05,0.997289649389545,0.999999994607851
"Ddx1",6.02596320896735e-12,-0.203493443603389,1.1513657748442e-05,0.997292640761926,0.999999994607851
"Hmga1",6.02513504320974e-12,-0.203516039250907,1.15104932545561e-05,0.997293012840801,0.999999994607851
"Mga",6.01238395023918e-12,-0.203864301570917,1.14618251131002e-05,0.997298741660599,0.999999994607851
"Ets1",5.99734428354382e-12,-0.204275946505518,1.14045545101273e-05,0.997305498692549,0.999999994607851
"Cdk5r1",5.9884381233472e-12,-0.20452016246956,1.13707077381401e-05,0.997309500058509,0.999999994607851
"Fosb",5.98649201817837e-12,-0.204573571226545,1.1363318500077e-05,0.997310374406027,0.999999994607851
"Gpr107",5.98479369382651e-12,-0.204620192987325,1.1356872032586e-05,0.997311137430405,0.999999994607851
"Tmem218",5.98150127179399e-12,-0.204710610070754,1.13443799292773e-05,0.997312616652135,0.999999994607851
"Csnk1d",5.97689670164571e-12,-0.204837138586578,1.13269208048465e-05,0.997314685396726,0.999999994607851
"Pde4dip",5.96081085296717e-12,-0.205279866454675,1.12660337063931e-05,0.997321912458542,0.999999994607851
"Idnk",5.96000874739478e-12,-0.20530197147905,1.12630019240922e-05,0.997322272829124,0.999999994607851
"Ubap1",5.95543895602361e-12,-0.205427961550799,1.12457369034399e-05,0.997324325948364,0.999999994607851
"Safb",5.94873737387622e-12,-0.205612886811565,1.1220441764995e-05,0.99732733684017,0.999999994607851
"Tmem110",5.93623290255089e-12,-0.205958452671162,1.11733197558832e-05,0.997332954858439,0.999999994607851
"Drg1",5.93471414336889e-12,-0.206000469857851,1.11676031974346e-05,0.997333637207714,0.999999994607851
"Arid5b",5.93310658158392e-12,-0.206044954611172,1.11615539825119e-05,0.997334359454291,0.999999994607851
"Arsg",5.92474813252526e-12,-0.20627643043569,1.1130127759441e-05,0.997338114744658,0.999999994607851
"Zup1",5.92395690636671e-12,-0.206298357958707,1.11271551908182e-05,0.997338470227353,0.999999994607851
"Calcoco1",5.92192591243303e-12,-0.206354655956085,1.1119526738738e-05,0.997339382713866,0.999999994607851
"Adipor2",5.92187420742667e-12,-0.206356089421809,1.11193325678891e-05,0.997339405943931,0.999999994607851
"Hdgfl2",5.92133464472456e-12,-0.206371048906263,1.11173064175203e-05,0.997339648359077,0.999999994607851
"Ttc17",5.91470854559961e-12,-0.206554861387921,1.10924393350994e-05,0.997342625338005,0.999999994607851
"Mtmr10",5.91039881892215e-12,-0.206674518048792,1.10762803089157e-05,0.997344561615353,0.999999994607851
"Nudt4",5.90398647489395e-12,-0.206852701427259,1.10522594623755e-05,0.997347442558285,0.999999994607851
"Vma21",5.90081296680176e-12,-0.206940951475067,1.10403810448375e-05,0.997348868354491,0.999999994607851
"Abhd8",5.89211167843898e-12,-0.207183144662994,1.10078449482234e-05,0.9973527776762,0.999999994607851
"Stk3",5.89187455461646e-12,-0.207189749423372,1.10069589603498e-05,0.997352884211379,0.999999994607851
"Gdap2",5.8903138350198e-12,-0.207233227252806,1.10011283877141e-05,0.997353585412719,0.999999994607851
"Rasa3",5.88766786932386e-12,-0.207306961654886,1.0991247056681e-05,0.997354774194294,0.999999994607851
"Tnfsf13b",5.88586738824716e-12,-0.207357152637032,1.09845257174681e-05,0.997355583115868,0.999999994607851
